Name,Reference,Count,Subitems names,Status,Segment,Location,Description
PowerCon Linkable 5 m,JV8JSU,10,"PowerCon Linkable 5 m 1, PowerCon Linkable 5 m 2, PowerCon Linkable 5 m 3, PowerCon Linkable 5 m 4, PowerCon Linkable 5 m 5, PowerCon Linkable 5 m 6, PowerCon Linkable 5 m 7, PowerCon Linkable 5 m 8, PowerCon Linkable 5 m 9, PowerCon Linkable 5 m 10",ready,artikel,SLT Rental - Krefeld,"Marke / Hersteller: Neutrik / Titanex <br/>
Produktmaße: 5 m<br/>
Gewicht: ca. 1,2 kg<br/>
<br/>
5 m Linkkable<br/>
Typ: H07RN-F3G2,5 -16A<br/>"
"Rieslingglas Brunelli, 12er Set",CFDC7J,6,"Rieslingglas Brunelli, 24er Set 1, Rieslingglas Brunelli, 24er Set 2, Rieslingglas Brunelli, 24er Set 3, Rieslingglas Brunelli, 24er Set 4, Rieslingglas Brunelli, 24er Set 5, Rieslingglas Brunelli, 24er Set 6",ready,artikel,SLT Rental - Krefeld,"Hersteller: Leonardo<br/>
Typ: Weißweinglas<br/>
Höhe: 23,7 cm<br/>
Durchmesser: 8,5 cm<br/>
Spülmaschinenfest<br/>
klar & stoßfest<br/>
<br/>
Die Gläser müssen gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 3,90€/Set"
Bosch Akku Säbelsäge GSA 18V-LI C,ZZOHCI,1,Bosch Akku Säbelsäge GSA 18V-LI C,ready,artikel,SLT Rental - Krefeld,"Hersteller: Bosch<br/>
Schnitttiefe in Holz: 200 mm<br/>
Schnitttiefe in Metallprofilen und Metallrohren: 100 mm<br/>
Hublängen: 21 mm<br/>
Gewicht exkl. Akku: 2 kg<br/>
Hubzahl (1. Gang / 2. Gang): 0 - 3.050 min-1<br/>
Sägeblatter können bei uns erworben werden. (Nicht in der Miete enthalten)"
Schrankenzaun inkl. Fuß,ZLRA2E,1,Schrankenzaun RA2 weiß/rot,ready,artikel,SLT Rental - Krefeld,"Schrankenzaun RA2 weiß/rot inkl. 1x Fußplatte K1 TL<br/>
Warnleuchte optional erhältlich."
Schrankenzaun RA2 weiß/rot,LANT3O,70,"Schrankenzaun RA2 weiß/rot 1, Schrankenzaun RA2 weiß/rot 2, Schrankenzaun RA2 weiß/rot 3, Schrankenzaun RA2 weiß/rot 4, Schrankenzaun RA2 weiß/rot 5, Schrankenzaun RA2 weiß/rot 6, Schrankenzaun RA2 weiß/rot 7, Schrankenzaun RA2 weiß/rot 8, Schrankenzaun RA2 weiß/rot 9, Schrankenzaun RA2 weiß/rot 10, Schrankenzaun RA2 weiß/rot 11, Schrankenzaun RA2 weiß/rot 12, Schrankenzaun RA2 weiß/rot 13, Schrankenzaun RA2 weiß/rot 14, Schrankenzaun RA2 weiß/rot 15, Schrankenzaun RA2 weiß/rot 16, Schrankenzaun RA2 weiß/rot 17, Schrankenzaun RA2 weiß/rot 18, Schrankenzaun RA2 weiß/rot 19, Schrankenzaun RA2 weiß/rot 20, Schrankenzaun RA2 weiß/rot 21, Schrankenzaun RA2 weiß/rot 22, Schrankenzaun RA2 weiß/rot 23, Schrankenzaun RA2 weiß/rot 24, Schrankenzaun RA2 weiß/rot 25, Schrankenzaun RA2 weiß/rot 26, Schrankenzaun RA2 weiß/rot 27, Schrankenzaun RA2 weiß/rot 28, Schrankenzaun RA2 weiß/rot 29, Schrankenzaun RA2 weiß/rot 30, Schrankenzaun RA2 weiß/rot 31, Schrankenzaun RA2 weiß/rot 32, Schrankenzaun RA2 weiß/rot 33, Schrankenzaun RA2 weiß/rot 34, Schrankenzaun RA2 weiß/rot 35, Schrankenzaun RA2 weiß/rot 36, Schrankenzaun RA2 weiß/rot 37, Schrankenzaun RA2 weiß/rot 38, Schrankenzaun RA2 weiß/rot 39, Schrankenzaun RA2 weiß/rot 40, Schrankenzaun RA2 weiß/rot 41, Schrankenzaun RA2 weiß/rot 42, Schrankenzaun RA2 weiß/rot 43, Schrankenzaun RA2 weiß/rot 44, Schrankenzaun RA2 weiß/rot 45, Schrankenzaun RA2 weiß/rot 46, Schrankenzaun RA2 weiß/rot 47, Schrankenzaun RA2 weiß/rot 48, Schrankenzaun RA2 weiß/rot 49, Schrankenzaun RA2 weiß/rot 50, Schrankenzaun RA2 weiß/rot 51, Schrankenzaun RA2 weiß/rot 52, Schrankenzaun RA2 weiß/rot 53, Schrankenzaun RA2 weiß/rot 54, Schrankenzaun RA2 weiß/rot 55, Schrankenzaun RA2 weiß/rot 56, Schrankenzaun RA2 weiß/rot 57, Schrankenzaun RA2 weiß/rot 58, Schrankenzaun RA2 weiß/rot 59, Schrankenzaun RA2 weiß/rot 60, Schrankenzaun RA2 weiß/rot 61, Schrankenzaun RA2 weiß/rot 62, Schrankenzaun RA2 weiß/rot 63, Schrankenzaun RA2 weiß/rot 64, Schrankenzaun RA2 weiß/rot 65, Schrankenzaun RA2 weiß/rot 66, Schrankenzaun RA2 weiß/rot 67, Schrankenzaun RA2 weiß/rot 68, Schrankenzaun RA2 weiß/rot 69, Schrankenzaun RA2 weiß/rot 70",ready,artikel,SLT Rental - Krefeld,"Schrankenzaun mit RA2 Folie und Lampenadapter<br/>
Gewicht ca.: 9 kg"
Schrankenzaun RA2 weiß/rot,IRL7WZ,20,"Schrankenzaun RA2 weiß/rot 1, Schrankenzaun RA2 weiß/rot, 2, Schrankenzaun RA2 weiß/rot, 3, Schrankenzaun RA2 weiß/rot, 4, Schrankenzaun RA2 weiß/rot, 5, Schrankenzaun RA2 weiß/rot, 6, Schrankenzaun RA2 weiß/rot, 7, Schrankenzaun RA2 weiß/rot, 8, Schrankenzaun RA2 weiß/rot, 9, Schrankenzaun RA2 weiß/rot, 10, Schrankenzaun RA2 weiß/rot, 11, Schrankenzaun RA2 weiß/rot, 12, Schrankenzaun RA2 weiß/rot, 13, Schrankenzaun RA2 weiß/rot, 14, Schrankenzaun RA2 weiß/rot, 15, Schrankenzaun RA2 weiß/rot, 16, Schrankenzaun RA2 weiß/rot, 17, Schrankenzaun RA2 weiß/rot, 18, Schrankenzaun RA2 weiß/rot, 19, Schrankenzaun RA2 weiß/rot, 20",ready,artikel,SLT Rental - Bonn,"Schrankenzaun mit RA2 Folie und Lampenadapter<br/>
Gewicht ca.: 9 kg"
Schuko- Kabeltrommel 50m,HV6W8A,1,Kabeltrommel 50m,ready,artikel,SLT Rental - Krefeld,"Marke / Hersteller: Mennekes / Titanex<br/>
Kabellänge: 50 m<br/>
Gewicht: ca. 5,2 kg<br/>
<br/>
50 m Verlängerungskabel auf Trommel<br/>
Typ: H07RN-F3G2,5 - 16A<br/>"
Schukokabel 10 m,I17TOM,10,"Schukokabel 10 m 1, Schukokabel 10 m 2, Schukokabel 10 m 3, Schukokabel 10 m 4, Schukokabel 10 m 5, Schukokabel 10 m 6, Schukokabel 10 m 7, Schukokabel 10 m 8, Schukokabel 10 m 9, Schukokabel 10 m 10",ready,artikel,SLT Rental - Krefeld,"Marke / Hersteller: Mennekes / Titanex<br/>
Produktmaße: 10 m<br/>
Gewicht: ca. 2,9 kg<br/>
<br/>
10 m Verlängerungskabel mit Stecker und Kupplung<br/>
Typ: H07RN-F3G2,5 - 16A<br/>"
Schukokabel 20 m,S6AL9G,10,"Schukokabel 20 m 1, Schukokabel 20 m 2, Schukokabel 20 m 3, Schukokabel 20 m 4, Schukokabel 20 m 5, Schukokabel 20 m 6, Schukokabel 20 m 7, Schukokabel 20 m 8, Schukokabel 20 m 9, Schukokabel 20 m 10",ready,artikel,SLT Rental - Krefeld,"Marke / Hersteller: Mennekes / Titanex<br/>
Produktmaße: 20 m<br/>
Gewicht: ca. 5,2 kg<br/>
<br/>
20 m Verlängerungskabel mit Stecker und Kupplung<br/>
Typ: H07RN-F3G2,5 - 16A<br/>"
Schukokabel 3 m,QRRDMQ,10,"Schukokabel 3 m 1, Schukokabel 3 m 2, Schukokabel 3 m 3, Schukokabel 3 m 4, Schukokabel 3 m 5, Schukokabel 3 m 6, Schukokabel 3 m 7, Schukokabel 3 m 8, Schukokabel 3 m 9, Schukokabel 3 m 10",ready,artikel,SLT Rental - Krefeld,"Marke / Hersteller: Mennekes / Titanex <br/>
Produktmaße: 3 m <br/>
Gewicht: ca. 1,2 kg<br/>
<br/>
3m Verlängerungskabel mit Stecker und Kupplung<br/>
Typ: H07RN-F3G2,5 - 16A<br/>"
Schukokabel 5 m,7J5K6A,60,"Schukokabel 5 m, 1, Schukokabel 5 m, 2, Schukokabel 5 m, 3, Schukokabel 5 m, 4, Schukokabel 5 m, 5, Schukokabel 5 m, 6, Schukokabel 5 m, 7, Schukokabel 5 m, 8, Schukokabel 5 m, 9, Schukokabel 5 m, 10, Schukokabel 5 m, 11, Schukokabel 5 m, 12, Schukokabel 5 m, 13, Schukokabel 5 m, 14, Schukokabel 5 m, 15, Schukokabel 5 m, 16, Schukokabel 5 m, 17, Schukokabel 5 m, 18, Schukokabel 5 m, 19, Schukokabel 5 m, 20, Schukokabel 5 m, 21, Schukokabel 5 m, 22, Schukokabel 5 m, 23, Schukokabel 5 m, 24, Schukokabel 5 m, 25, Schukokabel 5 m, 26, Schukokabel 5 m, 27, Schukokabel 5 m, 28, Schukokabel 5 m, 29, Schukokabel 5 m, 30, Schukokabel 5 m, 31, Schukokabel 5 m, 32, Schukokabel 5 m, 33, Schukokabel 5 m, 34, Schukokabel 5 m, 35, Schukokabel 5 m, 36, Schukokabel 5 m, 37, Schukokabel 5 m, 38, Schukokabel 5 m, 39, Schukokabel 5 m, 40, Schukokabel 5 m, 41, Schukokabel 5 m, 42, Schukokabel 5 m, 43, Schukokabel 5 m, 44, Schukokabel 5 m, 45, Schukokabel 5 m, 46, Schukokabel 5 m, 47, Schukokabel 5 m, 48, Schukokabel 5 m, 49, Schukokabel 5 m, 50, Schukokabel 5 m, 51, Schukokabel 5 m, 52, Schukokabel 5 m, 53, Schukokabel 5 m, 54, Schukokabel 5 m, 55, Schukokabel 5 m, 56, Schukokabel 5 m, 57, Schukokabel 5 m, 58, Schukokabel 5 m, 59, Schukokabel 5 m, 60",ready,artikel,SLT Rental - Krefeld,"Marke / Hersteller: Mennekes / Titanex<br/>
Produktmaße: 5 m<br/>
Gewicht: ca. 1,7 kg<br/>
<br/>
5m Verlängerungskabel mit Stecker und Kupplung<br/>
Typ: H07RN-F3G2,5 - 16A<br/>"
"Schüssel Deluxe 18, 10er Set",8SXZKZ,7,"Schüssel Deluxe 18, 10er Set 1, Schüssel Deluxe 18, 10er Set 2, Schüssel Deluxe 18, 10er Set 3, Schüssel Deluxe 18, 10er Set 4, Schüssel Deluxe 18, 10er Set 5, Schüssel Deluxe 18, 10er Set 6, Schüssel Deluxe 18, 10er Set 7",ready,artikel,SLT Rental - Krefeld,"Suppenteller 18cm - Füllmenge 700ml<br>
Hersteller: Sänger<br>
Serie: Darwin<br>
Spülmaschinenfest<br>
Das schlichte und dennoch elegante Design des Darwin Sets fügt sich nahtlos in jede Tischdekoration ein und passt zu verschiedenen Anlässen<br>
Das Geschirr muss gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 2,50€"
"Schüssel SIMPLY 15, 10er Set",BD226L,4,"Schüssel SIMPLY 15, 10er Set 1, Schüssel SIMPLY 15, 10er Set 2, Schüssel SIMPLY 15, 10er Set 3, Schüssel SIMPLY 15, 10er Set 4",ready,artikel,SLT Rental - Bonn,"Schüssel/Schale weiß in Porzellanoptik, 15cm<br/>
Das Geschirr muss gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 2,50€"
"Schüssel SIMPLY 15, 10er Set",7BS99N,40,"Schüssel SIMPLY 15, 10er Set 1, Schüssel SIMPLY 15, 10er Set 2, Schüssel SIMPLY 15, 10er Set 3, Schüssel SIMPLY 15, 10er Set 4, Schüssel SIMPLY 15, 10er Set 5, Schüssel SIMPLY 15, 10er Set 6, Schüssel SIMPLY 15, 10er Set 7, Schüssel SIMPLY 15, 10er Set 8, Schüssel SIMPLY 15, 10er Set 9, Schüssel SIMPLY 15, 10er Set 10, Schüssel SIMPLY 15, 10er Set 11, Schüssel SIMPLY 15, 10er Set 12, Schüssel SIMPLY 15, 10er Set 13, Schüssel SIMPLY 15, 10er Set 14, Schüssel SIMPLY 15, 10er Set 15, Schüssel SIMPLY 15, 10er Set 16, Schüssel SIMPLY 15, 10er Set 17, Schüssel SIMPLY 15, 10er Set 18, Schüssel SIMPLY 15, 10er Set 19, Schüssel SIMPLY 15, 10er Set 20, Schüssel SIMPLY 15, 10er Set 21, Schüssel SIMPLY 15, 10er Set 22, Schüssel SIMPLY 15, 10er Set 23, Schüssel SIMPLY 15, 10er Set 24, Schüssel SIMPLY 15, 10er Set 25, Schüssel SIMPLY 15, 10er Set 26, Schüssel SIMPLY 15, 10er Set 27, Schüssel SIMPLY 15, 10er Set 28, Schüssel SIMPLY 15, 10er Set 29, Schüssel SIMPLY 15, 10er Set 30, Schüssel SIMPLY 15, 10er Set 31, Schüssel SIMPLY 15, 10er Set 32, Schüssel SIMPLY 15, 10er Set 33, Schüssel SIMPLY 15, 10er Set 34, Schüssel SIMPLY 15, 10er Set 35, Schüssel SIMPLY 15, 10er Set 36, Schüssel SIMPLY 15, 10er Set 37, Schüssel SIMPLY 15, 10er Set 38, Schüssel SIMPLY 15, 10er Set 39, Schüssel SIMPLY 15, 10er Set 40",ready,artikel,SLT Rental - Krefeld,"Schüssel/Schale weiß in Porzellanoptik, 15cm<br/>
Das Geschirr muss gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 2,50€"
SDS-Plus Bohrer-/Meißel-Set,JHFAVK,1,SDS-Plus Bohrer-/Meißel-Set,ready,artikel,SLT Rental - Krefeld,"17-teiliges Set bestehend aus 12 Hammerbohreren und 5 Meißeln<br/>
Bohrer (ØxLänge) 5, 6, 8, 10 x 110 mm, 6, 8, 10, 12 x 160 mm, 8, 10 x 210 mm, 12, 14 x 260 mm<br/>
Spitzmeißel 140, 250 mm<br/>
Flachmeißel 140x20, 250x20 mm<br/>
Breitmeißel 250x40 mm<br/>"
Showtec Sunstrip Active MKII,1E8ME4,6,"Showtec Sunstrip Active MKII, Showtec Sunstrip Active MKII, Showtec Sunstrip Active MKII, Showtec Sunstrip Active MKII, Showtec Sunstrip Active MKII, Showtec Sunstrip Active MKII",disabled,artikel,SLT Rental - Krefeld,"Halogen 10-fach Blinderbar (10x 50 Watt Halogen)<br/>
inkl. 2x Bracket mit Easy-Halfcupler, 1x Ringöse M10, 1x Safety <br/>"
Shure Hand- Funkmikrofon Beta58,UX2M1K,1,"Shure QLXD4E Empfänger, Shure QLXD2/Beta58 Handsender",disabled,artikel,SLT Rental - Krefeld,"Professionelles Shure Funkmikrofon mit Beta 58 Mikrofonkopf (dynamisch, Superniere) im Case<br/>
Frequenzbereich: 606-670MHz "
Shure QLXD1 Taschensender,C9OJPF,2,"Shure QLXD1 Taschensender, Shure QLXD1 Taschensender",disabled,artikel,SLT Rental - Krefeld,"QLXD1 Funk Taschensender<br/>
Frequenzbereich: 606-670MHz "
Shure QLXD2/Beta58 Handsender,5ZVFRZ,4,"Shure QLXD2/Beta58 Handsender, Shure QLXD2/Beta58 Handsender, Shure QLXD2/Beta58 Handsender, Shure QLXD2/Beta58 Handsender",disabled,artikel,SLT Rental - Krefeld,"Funk Handsender inkl. Beta 58 Mikrofonkopf (dynamisch, Superniere) <br/>
Frequenzbereich: 606-670MHz "
Funkmikrofon,6UTPYZ,1,Shure QLXD4E Empfänger Clone,ready,artikel,SLT Rental - Krefeld,"Senheiser Funkmikrofon<br/>
Reichweite ca. 25m (je nach Umgebung)<br/>
<br/>
Lieferumfang:<br/>
1x EM-XSW 1 stationärer Empfänger<br/>
1x SKM 835-XSW Handsender<br/>
1x NT 12-5 CW Netzteil<br/>
1x 1,5m XLR- Signalkabel<br/>
1x MZQ 1 Mikrofonklemme<br/>
2x AA Batterien
"
Funkmikrofon,PX1N8H,2,"XSW-835,, XSW-835",ready,artikel,SLT Rental - Bonn,"Senheiser Funkmikrofon<br/>
Reichweite ca. 25m (je nach Umgebung)<br/>
<br/>
Lieferumfang:<br/>
1x EM-XSW 1 stationärer Empfänger<br/>
1x SKM 835-XSW Handsender<br/>
1x NT 12-5 CW Netzteil<br/>
1x 1,5m XLR- Signalkabel<br/>
1x MZQ 1 Mikrofonklemme<br/>
2x AA Batterien
"
Shure QLXD4E Empfänger,5O2XVJ,4,"Shure QLXD4E Empfänger, Shure QLXD4E Empfänger, Shure QLXD4E Empfänger, Shure QLXD4E Empfänger",disabled,artikel,SLT Rental - Krefeld,"QLXD4E Funk Empfänger <br/>
Frequenzbereich: 606-670MHz "
SLT LED Fluter RGBWAUV,5N4U12,8,"SLT LED Fluter RGBWAUV, SLT LED Fluter RGBWAUV, SLT LED Fluter RGBWAUV, SLT LED Fluter RGBWAUV, SLT LED Fluter RGBWAUV, SLT LED Fluter RGBWAUV, SLT LED Fluter RGBWAUV, SLT LED Fluter RGBWAUV",ready,artikel,SLT Rental - Krefeld,"LED Flutlicht- Scheinwerfer (44x15W) IP65<br/>
Farben: RGBWA + UV<br/>
Abstrahlwinkel: 25°<br/>
inkl. 1x PowerCon True One Kabel, 1x Super Clamp, 1x Safety 5mm"
Reuter 2000 kg 2-fach Pferdeanhänger,DV3B1A,1,Reuter 2-fach Pferdeanhänger,sold,artikel,SLT Rental - Krefeld,"Hersteller: Reuter <br />
2 Pferde- Sattelkammer <br />
Heckstange in der Länge verstellbar <br/>
Öse für Heunetz<br/>
Trog für Futter<br/>
100 km/h Zulassung<br/>
Elegantes Design<br/>
Zulässiges Gesamtgewicht: 2000 kg<br/>
Nutzlast: ca. 1200 kg<br/>
Innenhöhe 2,15 m<br/>
Anschlusstyp: 13 Pol"
"Stahl-Vierkantrohr, 4x4cm, 2,5m",VVOJM5,17,"Stahl-Vierkantrohr, 4x4cm, 2,5m, 1, Stahl-Vierkantrohr, 4x4cm, 2,5m, 2, Stahl-Vierkantrohr, 4x4cm, 2,5m, 3, Stahl-Vierkantrohr, 4x4cm, 2,5m, 4, Stahl-Vierkantrohr, 4x4cm, 2,5m, 5, Stahl-Vierkantrohr, 4x4cm, 2,5m, 6, Stahl-Vierkantrohr, 4x4cm, 2,5m, 7, Stahl-Vierkantrohr, 4x4cm, 2,5m, 8, Stahl-Vierkantrohr, 4x4cm, 2,5m, 9, Stahl-Vierkantrohr, 4x4cm, 2,5m, 10, Stahl-Vierkantrohr, 4x4cm, 2,5m, 11, Stahl-Vierkantrohr, 4x4cm, 2,5m, 12, Stahl-Vierkantrohr, 4x4cm, 2,5m, 13, Stahl-Vierkantrohr, 4x4cm, 2,5m, 14, Stahl-Vierkantrohr, 4x4cm, 2,5m, 15, Stahl-Vierkantrohr, 4x4cm, 2,5m, 16, Stahl-Vierkantrohr, 4x4cm, 2,5m, 17",ready,artikel,SLT Rental - Krefeld,"Stahl-Vierkantrohr: 4 x 4 cm<br/>
Länge: 2,5 Meter<br/>
Materialstärke: 1,5 mm"
Wemas Klemmschelle K1 ,KSVK2T,22,"Wemas Klemmschelle K1, Wemas Klemmschelle K1  02, Wemas Klemmschelle K1  03, Wemas Klemmschelle K1  04, Wemas Klemmschelle K1  05, Wemas Klemmschelle K1  06, Wemas Klemmschelle K1  07, Wemas Klemmschelle K1  08, Wemas Klemmschelle K1  09, Wemas Klemmschelle K1  10, Wemas Klemmschelle K1  11, Wemas Klemmschelle K1  12, Wemas Klemmschelle K1  13, Wemas Klemmschelle K1  14, Wemas Klemmschelle K1  15, Wemas Klemmschelle K1  16, Wemas Klemmschelle K1  17, Wemas Klemmschelle K1  18, Wemas Klemmschelle K1  19, Wemas Klemmschelle K1  20, Wemas Klemmschelle K1  21, Wemas Klemmschelle K1  22",ready,artikel,SLT Rental - Bonn,"Material: Kunststoff<br/>
für Vierkantrohre 40 x 40 mm und Rundrohre Ø 42 mm"
Wemas Klemmschelle K1,WXZIEE,125,"Wemas Klemmschelle K1, 1, Wemas Klemmschelle K1, 2, Wemas Klemmschelle K1, 3, Wemas Klemmschelle K1, 4, Wemas Klemmschelle K1, 5, Wemas Klemmschelle K1, 6, Wemas Klemmschelle K1, 7, Wemas Klemmschelle K1, 8, Wemas Klemmschelle K1, 9, Wemas Klemmschelle K1, 10, Wemas Klemmschelle K1, 11, Wemas Klemmschelle K1, 12, Wemas Klemmschelle K1, 13, Wemas Klemmschelle K1, 14, Wemas Klemmschelle K1, 15, Wemas Klemmschelle K1, 16, Wemas Klemmschelle K1, 17, Wemas Klemmschelle K1, 18, Wemas Klemmschelle K1, 19, Wemas Klemmschelle K1, 20, Wemas Klemmschelle K1, 21, Wemas Klemmschelle K1, 22, Wemas Klemmschelle K1, 23, Wemas Klemmschelle K1, 24, Wemas Klemmschelle K1, 25, Wemas Klemmschelle K1, 26, Wemas Klemmschelle K1, 27, Wemas Klemmschelle K1, 28, Wemas Klemmschelle K1, 29, Wemas Klemmschelle K1, 30, Wemas Klemmschelle K1, 31, Wemas Klemmschelle K1, 32, Wemas Klemmschelle K1, 33, Wemas Klemmschelle K1, 34, Wemas Klemmschelle K1, 35, Wemas Klemmschelle K1, 36, Wemas Klemmschelle K1, 37, Wemas Klemmschelle K1, 38, Wemas Klemmschelle K1, 39, Wemas Klemmschelle K1, 40, Wemas Klemmschelle K1, 41, Wemas Klemmschelle K1, 42, Wemas Klemmschelle K1, 43, Wemas Klemmschelle K1, 44, Wemas Klemmschelle K1, 45, Wemas Klemmschelle K1, 46, Wemas Klemmschelle K1, 47, Wemas Klemmschelle K1, 48, Wemas Klemmschelle K1, 49, Wemas Klemmschelle K1, 50, Wemas Klemmschelle K1, 51, Wemas Klemmschelle K1, 52, Wemas Klemmschelle K1, 53, Wemas Klemmschelle K1, 54, Wemas Klemmschelle K1, 55, Wemas Klemmschelle K1, 56, Wemas Klemmschelle K1, 57, Wemas Klemmschelle K1, 58, Wemas Klemmschelle K1, 59, Wemas Klemmschelle K1, 60, Wemas Klemmschelle K1, 61, Wemas Klemmschelle K1, 62, Wemas Klemmschelle K1, 63, Wemas Klemmschelle K1, 64, Wemas Klemmschelle K1, 65, Wemas Klemmschelle K1, 66, Wemas Klemmschelle K1, 67, Wemas Klemmschelle K1, 68, Wemas Klemmschelle K1, 69, Wemas Klemmschelle K1, 70, Wemas Klemmschelle K1, 71, Wemas Klemmschelle K1, 72, Wemas Klemmschelle K1, 73, Wemas Klemmschelle K1, 74, Wemas Klemmschelle K1, 75, Wemas Klemmschelle K1, 76, Wemas Klemmschelle K1, 77, Wemas Klemmschelle K1, 78, Wemas Klemmschelle K1, 79, Wemas Klemmschelle K1, 80, Wemas Klemmschelle K1, 81, Wemas Klemmschelle K1, 82, Wemas Klemmschelle K1, 83, Wemas Klemmschelle K1, 84, Wemas Klemmschelle K1, 85, Wemas Klemmschelle K1, 86, Wemas Klemmschelle K1, 87, Wemas Klemmschelle K1, 88, Wemas Klemmschelle K1, 89, Wemas Klemmschelle K1, 90, Wemas Klemmschelle K1, 91, Wemas Klemmschelle K1, 92, Wemas Klemmschelle K1, 93, Wemas Klemmschelle K1, 94, Wemas Klemmschelle K1, 95, Wemas Klemmschelle K1, 96, Wemas Klemmschelle K1, 97, Wemas Klemmschelle K1, 98, Wemas Klemmschelle K1, 99, Wemas Klemmschelle K1, 100, Wemas Klemmschelle K1, 101, Wemas Klemmschelle K1, 102, Wemas Klemmschelle K1, 103, Wemas Klemmschelle K1, 104, Wemas Klemmschelle K1, 105, Wemas Klemmschelle K1, 106, Wemas Klemmschelle K1, 107, Wemas Klemmschelle K1, 108, Wemas Klemmschelle K1, 109, Wemas Klemmschelle K1, 110, Wemas Klemmschelle K1, 111, Wemas Klemmschelle K1, 112, Wemas Klemmschelle K1, 113, Wemas Klemmschelle K1, 114, Wemas Klemmschelle K1, 115, Wemas Klemmschelle K1, 116, Wemas Klemmschelle K1, 117, Wemas Klemmschelle K1, 118, Wemas Klemmschelle K1, 119, Wemas Klemmschelle K1, 120, Wemas Klemmschelle K1, 121, Wemas Klemmschelle K1, 122, Wemas Klemmschelle K1, 123, Wemas Klemmschelle K1, 124, Wemas Klemmschelle K1, 125",ready,artikel,SLT Rental - Krefeld,"Material: Kunststoff<br/>
für Vierkantrohre 40 x 40 mm und Rundrohre Ø 42 mm"
Gastro- Spülmaschinen Frontlader ,EEZP7X,1,Stalgast GE333 ,ready,artikel,SLT Rental - Bonn,"Hersteller: Stalgast<br/>
Gewerbespülmaschine speziell für die Aufnahme von Spülkörben (50x50) oder GN1/1-Blechen und -Behältern.<br/>
Einschubhöhe: 32 cm (auch für größere Töpfe oder Weizengläser)<br/>
Waschzyklen: 120s & 180s<br/>
Anschlussleistung: 4,9 kW / 400V standard oder 230V (möglich, bitte mit angeben)<br/>
Pumpen: Klarspülmittel-, Reinigerdosierpumpe & Ablaufpumpe<br/>
Benötigt 2 bar 3/4 Zoll Wasseranschluss<br/>
inkl. Spühlkorb und Wasserenthärter"
Gastro- Spülmaschinen Frontlader,DFGFG2,1,Stalgast GE333,ready,artikel,SLT Rental - Krefeld,"Hersteller: Stalgast<br/>
Gewerbespülmaschine speziell für die Aufnahme von Spülkörben (50x50) oder GN1/1-Blechen und -Behältern.<br/>
Einschubhöhe: 32 cm (auch für größere Töpfe oder Weizengläser)<br/>
Waschzyklen: 120s & 180s<br/>
Anschlussleistung: 4,9 kW / 400V standard oder 230V (möglich, bitte mit angeben)<br/>
Pumpen: Klarspülmittel-, Reinigerdosierpumpe & Ablaufpumpe<br/>
Benötigt 2 bar 3/4 Zoll Wasseranschluss<br/>
inkl. Spühlkorb und Wasserenthärter"
Stehtisch,DYAJ56,14,"Stehtisch 01, Stehtisch 02, Stehtisch 03, Stehtisch 04, Stehtisch 05, Stehtisch 06, Stehtisch 07, Stehtisch 08, Stehtisch 09, Stehtisch 10, Stehtisch 11, Stehtisch 12, Stehtisch 13, Stehtisch 14",ready,artikel,SLT Rental - Bonn,"Stehtisch rund, 80 x 110 cm "
Stehtisch,J1MZJQ,30,"Stehtisch 1, Stehtisch 2, Stehtisch 3, Stehtisch 4, Stehtisch 5, Stehtisch 6, Stehtisch 7, Stehtisch 8, Stehtisch 9, Stehtisch 10, Stehtisch 11, Stehtisch 12, Stehtisch 13, Stehtisch 14, Stehtisch 15, Stehtisch 16, Stehtisch 17, Stehtisch 18, Stehtisch 19, Stehtisch 20, Stehtisch 21, Stehtisch 22, Stehtisch 23, Stehtisch 24, Stehtisch 25, Stehtisch 26, Stehtisch 27, Stehtisch 28, Stehtisch 29, Stehtisch 30",ready,artikel,SLT Rental - Krefeld,"Stehtisch rund, 80 x 110 cm "
Stehtisch Husse schwarz,V9E8C7,1,Stehtisch Husse weiß Clone,ready,artikel,SLT Rental - Krefeld,"schwarze Husse fürTisch 80 x 110 cm
Die Husse muss gewaschen zurückgegeben werden!"
Stehtisch Husse weiß,QGPZGO,20,"Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß, Stehtisch Husse weiß",ready,artikel,SLT Rental - Bonn,"weiße Husse fürTisch 80 x 110 cm
Die Husse muss gewaschen zurückgegeben werden!"
